,gender,age,education,activity_work,educational_level,voted,party,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,ppltrst,pplfair,pplhlp,atchctr,atcherp
17231,Female,85,3.0,6,lower_educated,1,Christian Democratic Appeal,6,6,6,6,6,6,6,6,6,6,5,5
17232,Male,37,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,9,8,7,7,7,7,8,8,7,6,7
17233,Male,49,10.0,1,mid_educated,1,Green Left,6,6,8,6,5,6,5,7,5,5,10,7
17234,Female,33,17.0,1,highly_educated,1,Democrats '66,7,8,7,7,7,7,7,8,8,9,8,8
17235,Male,60,16.0,8,highly_educated,1,Democrats '66,7,5,6,5,5,7,5,8,7,6,9,8
17236,Male,51,13.0,1,highly_educated,1,Christian Democratic Appeal,6,9,8,3,4,4,6,5,6,4,8,4
17237,Male,32,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,4,6,8,3,3,4,6,7,8,5,9,1
17238,Male,19,4.0,2,lower_educated,1,Forum for Democracy,3,6,7,5,5,5,88,7,0,6,8,3
17239,Male,40,16.0,1,highly_educated,1,BoerBurgerBeweging,5,8,7,4,4,6,6,5,6,4,3,7
17240,Male,48,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,7,8,6,3,2,4,5,6,4,9,4
17241,Male,65,7.0,1,mid_educated,3,Not applicable*,5,7,8,6,5,4,4,7,5,8,6,7
17242,Female,20,10.0,1,mid_educated,3,Not applicable*,7,3,8,6,6,7,7,6,6,5,2,0
17243,Female,63,13.0,3,highly_educated,1,50PLUS,5,8,8,6,6,7,8,4,5,4,10,8
17244,Female,63,4.0,8,lower_educated,1,Democrats '66,5,5,7,5,5,5,5,7,6,6,8,7
17245,Female,70,2.0,6,lower_educated,1,People's Party for Freedom and Democracy,4,4,6,4,4,4,88,5,6,7,6,5
17246,Female,36,17.0,8,highly_educated,1,Democrats '66,3,6,7,2,2,3,5,7,8,4,5,5
17247,Female,38,17.0,1,highly_educated,1,Don't know*,1,5,7,2,2,0,88,2,5,5,10,8
17248,Male,20,7.0,1,mid_educated,1,Party for the Animals,3,6,8,3,3,5,8,6,7,4,7,7
17249,Female,73,4.0,6,lower_educated,1,People's Party for Freedom and Democracy,5,7,8,6,5,6,7,6,4,6,3,5
17250,Female,69,3.0,6,lower_educated,1,Socialist Party,0,5,5,2,2,88,5,2,3,3,6,6
17251,Male,63,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,6,8,7,5,5,6,7,6,8,7,8,6
17252,Male,34,9.0,1,mid_educated,2,Not applicable*,5,6,6,5,6,5,5,5,4,4,6,5
17253,Male,70,5555.0,6,,1,Labour Party,3,4,9,2,4,6,7,8,5,8,10,8
17254,Female,16,2.0,2,lower_educated,3,Not applicable*,4,4,5,4,3,4,2,5,7,8,6,5
17255,Female,42,13.0,1,highly_educated,1,Party for the Animals,7,8,8,5,5,6,8,6,7,4,9,9
17256,Male,61,10.0,5,mid_educated,1,People's Party for Freedom and Democracy,2,3,2,2,2,4,6,3,4,3,6,3
17257,Female,63,14.0,1,highly_educated,1,Democrats '66,8,9,8,8,7,7,8,9,8,7,8,6
17258,Female,20,6.0,1,mid_educated,3,Not applicable*,4,7,7,4,4,5,6,5,6,6,4,3
17259,Female,66,13.0,1,highly_educated,1,Green Left,6,7,6,6,6,7,88,8,8,7,8,8
17260,Male,18,6.0,2,mid_educated,3,Not applicable*,5,9,7,3,4,5,6,4,8,5,4,4
17261,Male,61,4.0,1,lower_educated,1,Party for Freedom,2,8,5,1,6,2,3,3,4,4,3,1
17262,Female,63,11.0,1,mid_educated,1,Democrats '66,7,8,8,7,6,7,7,6,7,5,8,88
17263,Female,23,10.0,1,mid_educated,8,Not applicable*,5,5,5,4,4,4,5,5,5,4,3,3
17264,Female,25,6.0,8,mid_educated,1,Labour Party,5,7,7,5,5,7,7,7,7,5,8,8
17265,Female,54,6.0,1,mid_educated,1,Party for the Animals,7,8,9,7,7,8,6,8,8,7,8,7
17266,Male,35,10.0,1,mid_educated,2,Not applicable*,6,7,7,6,7,6,6,3,4,5,6,6
17267,Male,56,10.0,1,mid_educated,1,Green Left,6,8,8,4,6,7,7,7,5,7,5,3
17268,Male,26,7.0,2,mid_educated,1,Green Left,8,9,6,5,5,8,4,8,7,5,5,8
17269,Male,53,3.0,1,lower_educated,2,Not applicable*,5,5,7,5,4,4,4,6,5,6,6,5
17270,Male,28,10.0,1,mid_educated,2,Not applicable*,7,7,8,6,4,5,7,6,5,7,9,9
17271,Female,49,10.0,1,mid_educated,1,Party for the Animals,5,7,3,5,5,5,88,7,7,7,8,8
17272,Female,82,2.0,6,lower_educated,2,Not applicable*,6,7,8,5,5,3,3,7,8,9,8,3
17273,Female,56,2.0,5,lower_educated,2,Not applicable*,3,3,2,3,2,3,88,3,5,4,9,0
17274,Female,60,4.0,8,lower_educated,1,People's Party for Freedom and Democracy,7,7,5,5,5,6,8,7,3,5,8,7
17275,Female,44,9.0,8,mid_educated,1,Labour Party,7,8,8,6,6,6,7,5,6,7,8,7
17276,Male,75,3.0,6,lower_educated,1,BoerBurgerBeweging,4,8,6,6,6,5,5,5,6,5,7,6
17277,Male,19,7.0,2,mid_educated,3,Not applicable*,4,5,7,3,4,4,6,6,5,4,2,3
17278,Female,55,10.0,8,mid_educated,1,BoerBurgerBeweging,6,8,8,6,5,5,6,7,7,7,8,8
17279,Male,41,3.0,1,lower_educated,1,Christian Democratic Appeal,6,7,8,6,4,6,7,8,8,3,9,8
17280,Male,20,10.0,2,mid_educated,2,Not applicable*,7,7,7,6,6,6,6,9,7,5,7,7
17281,Male,40,18.0,1,highly_educated,1,Green Left,8,9,7,6,7,7,7,8,7,7,9,8
17282,Male,16,2.0,2,lower_educated,3,Not applicable*,8,9,8,7,5,8,8,7,6,8,7,7
17283,Female,79,14.0,6,highly_educated,1,Volt,5,8,7,5,5,3,4,10,8,10,7,7
17284,Male,31,16.0,1,highly_educated,1,Christian Democratic Appeal,7,7,8,7,5,9,4,7,7,6,7,8
17285,Male,16,2.0,2,lower_educated,3,Not applicable*,7,8,8,7,7,8,88,6,6,4,4,4
17286,Female,70,4.0,6,lower_educated,1,Green Left,2,6,7,0,3,7,8,5,7,7,7,7
17287,Female,50,9.0,1,mid_educated,2,Not applicable*,6,8,8,9,7,8,7,7,7,5,8,8
17288,Male,75,9.0,6,mid_educated,1,Christian Democratic Appeal,6,6,7,4,7,2,6,8,7,5,8,8
17289,Female,24,16.0,1,highly_educated,1,Christian Democratic Appeal,6,7,8,6,6,6,6,7,7,3,1,1
17290,Female,41,9.0,8,mid_educated,3,Not applicable*,8,8,9,8,7,6,4,7,3,7,10,10
17291,Female,30,10.0,8,mid_educated,1,Reformed Political Party,7,7,8,6,6,6,7,3,8,4,8,7
17292,Male,57,8.0,1,mid_educated,1,People's Party for Freedom and Democracy,6,6,7,5,6,4,7,6,6,7,7,5
17293,Female,65,10.0,6,mid_educated,1,People's Party for Freedom and Democracy,7,6,7,6,5,6,6,8,7,7,9,9
17294,Female,62,9.0,1,mid_educated,1,Christian Union,7,8,7,7,7,4,6,6,7,7,9,5
17295,Male,16,2.0,2,lower_educated,3,Not applicable*,4,7,8,3,4,5,5,8,9,8,6,5
17296,Female,38,16.0,1,highly_educated,1,Labour Party,4,6,7,4,4,5,6,7,7,6,7,5
17297,Male,52,3.0,1,lower_educated,2,Not applicable*,3,7,7,2,2,3,4,5,4,1,1,1
17298,Male,69,3.0,1,lower_educated,1,People's Party for Freedom and Democracy,6,7,8,7,6,7,7,2,7,5,7,7
17299,Female,71,2.0,6,lower_educated,3,Not applicable*,1,7,5,5,1,1,1,8,5,6,6,6
17300,Female,65,6.0,6,mid_educated,1,Democrats '66,7,4,8,6,5,7,5,5,7,4,7,6
17301,Female,58,17.0,1,highly_educated,1,Don't know*,6,8,8,5,5,8,8,6,7,8,9,9
17302,Female,46,4.0,1,lower_educated,1,Labour Party,6,8,8,6,6,8,8,4,4,4,4,4
17303,Male,29,5555.0,1,,1,Party for the Animals,4,5,9,5,5,7,88,5,9,7,10,5
17304,Female,47,16.0,8,highly_educated,1,Volt,5,7,8,5,5,5,6,9,9,8,8,8
17305,Male,76,13.0,6,highly_educated,1,Democrats '66,6,6,7,88,7,7,6,6,8,5,9,8
17306,Male,62,10.0,88,mid_educated,1,BoerBurgerBeweging,6,5,7,6,6,5,5,7,6,8,6,4
17307,Male,25,15.0,1,highly_educated,1,Green Left,4,9,7,7,6,7,8,8,8,5,5,3
17308,Female,46,10.0,1,mid_educated,1,BoerBurgerBeweging,5,4,5,5,4,4,4,3,4,4,6,5
17309,Male,82,17.0,6,highly_educated,1,Democrats '66,7,8,8,7,7,88,88,8,9,7,8,6
17310,Male,51,14.0,1,highly_educated,1,Democrats '66,7,9,8,5,4,8,7,8,8,6,9,8
17311,Female,40,14.0,1,highly_educated,1,People's Party for Freedom and Democracy,3,6,6,5,2,88,7,7,8,4,8,5
17312,Male,18,1.0,2,lower_educated,3,Not applicable*,7,8,7,8,7,8,88,8,8,6,4,6
17313,Male,64,3.0,1,lower_educated,1,Labour Party,5,6,5,5,6,4,7,5,5,6,8,5
17314,Male,59,17.0,1,highly_educated,1,Party for the Animals,9,7,10,9,6,9,6,7,8,8,3,8
17315,Male,50,5555.0,9,,2,Not applicable*,7,7,8,10,9,9,8,7,9,8,8,9
17316,Female,42,13.0,1,highly_educated,1,People's Party for Freedom and Democracy,5,7,7,5,7,5,4,6,6,4,7,3
17317,Female,60,16.0,1,highly_educated,1,Green Left,5,7,7,5,6,6,7,6,7,7,10,6
17318,Male,66,4.0,8,lower_educated,2,Not applicable*,0,0,6,0,0,0,0,1,1,0,4,4
17319,Male,39,16.0,1,highly_educated,1,Don't know*,3,7,7,2,2,4,5,6,6,4,9,5
17320,Female,73,9.0,6,mid_educated,1,Green Left,6,7,8,6,6,5,7,8,7,4,8,6
17321,Female,23,10.0,1,mid_educated,1,Green Left,4,2,8,0,0,3,3,7,7,4,10,7
17322,Male,60,16.0,5,highly_educated,1,Green Left,3,7,8,3,3,2,9,7,7,2,9,7
17323,Male,75,5.0,6,lower_educated,1,People's Party for Freedom and Democracy,2,4,7,2,3,3,5,4,6,5,8,5
17324,Male,69,3.0,6,lower_educated,1,Socialist Party,4,7,7,5,6,6,7,7,8,8,8,8
17325,Female,43,17.0,1,highly_educated,1,Democrats '66,8,7,8,7,7,7,8,8,8,6,8,5
17326,Female,74,3.0,8,lower_educated,1,Christian Democratic Appeal,4,4,8,5,5,5,5,1,8,2,5,5
17327,Male,58,16.0,1,highly_educated,1,Green Left,5,6,7,4,3,3,5,3,4,7,5,2
17328,Male,74,14.0,6,highly_educated,1,Reformed Political Party,7,9,9,7,7,6,5,7,7,8,9,7
17329,Female,47,15.0,1,highly_educated,1,People's Party for Freedom and Democracy,5,6,9,6,6,6,6,8,8,6,6,5
17330,Female,67,5555.0,88,,2,Not applicable*,3,8,8,4,4,0,5,7,8,5,88,88
17331,Male,68,2.0,6,lower_educated,1,Don't know*,9,6,7,88,88,88,88,1,6,2,3,0
17332,Male,69,3.0,6,lower_educated,1,BoerBurgerBeweging,3,5,8,4,5,5,7,5,5,8,7,5
17333,Male,57,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,4,7,9,3,4,5,6,8,7,7,8,8
17334,Male,89,14.0,6,highly_educated,1,People's Party for Freedom and Democracy,4,8,88,7,3,5,7,8,6,7,10,9
17335,Male,46,16.0,1,highly_educated,1,Christian Union,7,8,9,7,7,7,7,6,6,7,9,7
17336,Male,18,4.0,2,lower_educated,3,Not applicable*,9,9,10,9,9,9,9,8,9,8,7,7
17337,Female,49,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,6,7,7,6,6,7,7,7,7,6,8,7
17338,Male,18,9.0,1,mid_educated,3,Not applicable*,5,5,7,88,88,88,88,5,6,7,6,6
17339,Female,68,4.0,8,lower_educated,1,Don't know*,3,7,7,5,5,3,3,3,5,7,8,8
17340,Male,62,8.0,1,mid_educated,2,Not applicable*,4,5,6,5,10,88,88,6,8,8,6,0
17341,Female,52,16.0,1,highly_educated,1,Christian Union,8,9,8,7,7,8,7,2,3,3,3,7
17342,Male,25,17.0,2,highly_educated,1,People's Party for Freedom and Democracy,3,7,8,3,3,5,5,3,5,3,3,4
17343,Female,59,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,4,1,8,2,3,3,7,9,8,6,8,7
17344,Female,41,17.0,8,highly_educated,1,Party for the Animals,6,7,6,7,7,7,88,8,7,8,7,6
17345,Female,19,4.0,1,lower_educated,1,People's Party for Freedom and Democracy,7,8,8,7,7,7,7,7,6,7,6,7
17346,Female,42,5.0,5,lower_educated,2,Not applicable*,5,3,1,1,5,4,5,3,3,5,5,8
17347,Female,61,10.0,1,mid_educated,1,Christian Democratic Appeal,4,8,10,3,5,7,7,8,8,3,3,3
17348,Male,50,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,6,9,8,8,8,7,8,8,7,10,10
17349,Female,55,10.0,1,mid_educated,1,Don't know*,5,7,7,5,5,5,5,7,7,7,7,6
17350,Male,48,3.0,1,lower_educated,1,Labour Party,7,8,8,6,6,6,7,6,7,6,8,7
17351,Male,38,3.0,1,lower_educated,2,Not applicable*,5,6,7,3,4,3,88,8,6,6,6,6
17352,Female,66,9.0,8,mid_educated,1,Christian Union,5,7,8,6,8,5,5,8,8,8,9,9
17353,Female,39,14.0,1,highly_educated,1,Democrats '66,8,9,9,6,6,8,10,8,8,7,9,4
17354,Female,62,3.0,5,lower_educated,1,Socialist Party,6,7,8,6,7,7,8,5,8,9,7,6
17355,Female,64,4.0,1,lower_educated,1,Christian Union,3,7,5,4,3,4,6,5,5,6,8,7
17356,Male,40,16.0,1,highly_educated,1,Democrats '66,8,8,8,7,7,7,8,7,3,3,7,7
17357,Male,42,4.0,4,lower_educated,1,Christian Democratic Appeal,7,6,5,5,4,5,4,5,7,7,5,3
17358,Female,69,3.0,6,lower_educated,1,People's Party for Freedom and Democracy,5,7,8,3,3,0,5,7,6,7,7,3
17359,Female,59,10.0,5,mid_educated,1,Socialist Party,4,7,7,3,4,6,7,6,7,7,8,5
17360,Female,18,6.0,2,mid_educated,3,Not applicable*,7,8,9,7,6,8,9,8,8,7,8,7
17361,Male,86,2.0,6,lower_educated,1,50PLUS,0,88,88,0,0,0,2,8,8,4,8,6
17362,Female,64,14.0,6,highly_educated,1,People's Party for Freedom and Democracy,8,8,8,8,8,8,8,5,8,7,8,8
17363,Male,23,10.0,1,mid_educated,1,People's Party for Freedom and Democracy,7,6,9,5,3,8,7,5,7,8,8,6
17364,Male,52,16.0,1,highly_educated,1,Democrats '66,8,9,9,7,7,6,8,1,5,3,2,1
17365,Female,42,5.0,8,lower_educated,2,Not applicable*,3,7,8,5,7,7,8,5,8,8,8,5
17366,Male,53,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,8,6,6,4,6,5,8,8,3,3,5
17367,Female,62,3.0,1,lower_educated,1,BoerBurgerBeweging,5,5,8,6,6,6,6,3,5,7,7,5
17368,Male,56,1.0,5,lower_educated,2,Not applicable*,3,88,5,88,88,88,88,6,6,6,3,0
17369,Male,53,10.0,1,mid_educated,1,Christian Democratic Appeal,5,8,8,5,4,2,5,7,7,4,6,3
17370,Male,30,17.0,3,highly_educated,1,Don't know*,6,7,8,4,5,6,7,7,5,6,5,3
17371,Male,77,16.0,6,highly_educated,1,Reformed Political Party,5,8,6,6,5,4,2,7,8,7,8,7
17372,Male,55,14.0,1,highly_educated,1,Socialist Party,6,8,9,5,5,4,7,7,8,6,9,9
17373,Male,16,4.0,1,lower_educated,3,Not applicable*,88,88,8,4,4,6,6,7,7,6,6,6
17374,Male,17,6.0,2,mid_educated,3,Not applicable*,8,8,7,7,7,8,8,6,7,5,7,7
17375,Female,25,10.0,1,mid_educated,1,Democrats '66,6,7,8,7,6,6,7,4,4,5,6,7
17376,Male,76,14.0,6,highly_educated,1,Christian Union,5,5,7,6,5,6,7,7,8,9,7,5
17377,Male,85,3.0,6,lower_educated,1,Christian Democratic Appeal,5,6,7,5,6,5,7,8,7,8,88,88
17378,Female,17,2.0,2,lower_educated,2,Not applicable*,7,7,9,4,4,7,8,4,5,4,6,5
17379,Male,19,6.0,2,mid_educated,3,Not applicable*,4,6,6,4,3,4,5,6,6,7,2,2
17380,Male,50,15.0,3,highly_educated,3,Not applicable*,7,9,10,7,7,5,5,9,9,9,9,5
17381,Female,78,17.0,6,highly_educated,1,Christian Democratic Appeal,7,8,9,7,7,8,8,3,9,9,10,8
17382,Male,37,8888.0,1,,3,Not applicable*,88,88,88,5,5,5,5,8,4,6,8,8
17383,Male,70,10.0,1,mid_educated,1,Democrats '66,7,8,8,6,6,4,4,7,7,5,2,2
17384,Female,39,10.0,5,mid_educated,1,Party for the Animals,7,7,8,6,5,7,7,8,7,5,3,3
17385,Female,62,6.0,5,mid_educated,1,JA21,1,7,7,3,3,1,1,5,5,7,8,2
17386,Male,75,6.0,6,mid_educated,1,Democrats '66,4,7,8,6,6,7,7,9,7,9,7,8
17387,Female,22,12.0,2,highly_educated,1,Christian Union,5,8,7,5,4,6,7,7,6,7,8,6
17388,Female,66,4.0,6,lower_educated,2,Not applicable*,5,7,8,5,4,6,8,5,6,7,8,6
17389,Female,69,4.0,6,lower_educated,2,Not applicable*,0,5,6,0,0,0,2,7,6,6,7,5
17390,Male,43,16.0,1,highly_educated,1,Democrats '66,7,9,10,5,6,6,8,7,7,4,9,7
17391,Male,72,10.0,6,mid_educated,1,Don't know*,6,6,6,6,6,6,7,8,7,7,7,7
17392,Male,27,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,9,8,7,7,7,6,7,7,7,8,7
17393,Male,79,14.0,6,highly_educated,1,Green Left,7,8,6,7,7,7,5,8,8,6,3,8
17394,Male,32,4.0,1,lower_educated,1,Reformed Political Party,3,3,7,3,3,2,88,7,7,3,7,3
17395,Female,48,3.0,5,lower_educated,2,Not applicable*,0,0,2,0,0,0,0,5,0,5,5,0
17396,Female,33,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,8,8,6,6,7,7,4,4,7,6,6
17397,Female,30,10.0,4,mid_educated,1,People's Party for Freedom and Democracy,5,5,5,6,5,5,5,3,3,3,8,8
17398,Male,51,10.0,1,mid_educated,1,Don't know*,8,8,9,7,5,5,7,8,7,7,6,6
17399,Male,75,13.0,6,highly_educated,1,Party for Freedom,5,4,5,4,4,0,0,6,6,5,6,0
17400,Male,51,16.0,1,highly_educated,1,Democrats '66,6,7,7,6,6,6,7,5,6,6,6,7
17401,Male,35,16.0,1,highly_educated,2,Not applicable*,7,8,8,7,7,7,7,7,6,5,8,6
17402,Male,38,10.0,1,mid_educated,1,Green Left,8,7,8,6,6,7,7,8,6,7,7,7
17403,Female,68,16.0,6,highly_educated,1,People's Party for Freedom and Democracy,3,8,7,4,4,5,6,8,7,7,6,8
17404,Male,83,10.0,6,mid_educated,1,People's Party for Freedom and Democracy,2,4,7,0,0,0,6,9,9,6,10,7
17405,Female,53,10.0,1,mid_educated,1,Party for the Animals,2,6,8,1,2,2,88,6,7,6,9,6
17406,Male,19,6.0,1,mid_educated,3,Not applicable*,6,2,7,7,4,7,6,3,2,4,4,5
17407,Female,82,3.0,6,lower_educated,1,Christian Union,6,8,9,6,6,6,6,7,8,7,9,7
17408,Male,83,2.0,6,lower_educated,2,Not applicable*,5,6,7,5,4,5,5,6,5,5,9,3
17409,Female,70,13.0,6,highly_educated,1,Democrats '66,6,6,7,6,6,6,6,7,7,8,9,7
17410,Male,59,10.0,1,mid_educated,1,BoerBurgerBeweging,1,7,5,5,5,3,7,7,8,7,4,8
17411,Male,38,17.0,1,highly_educated,1,Green Left,7,8,7,7,7,6,5,6,8,8,8,8
17412,Female,57,6.0,1,mid_educated,7,Not applicable*,3,0,8,3,0,4,5,0,7,2,8,6
17413,Male,59,9.0,1,mid_educated,1,Democrats '66,9,9,9,7,8,7,4,6,6,5,9,9
17414,Female,37,10.0,1,mid_educated,2,Not applicable*,6,7,8,6,6,88,88,8,7,6,8,7
17415,Female,33,14.0,1,highly_educated,1,Don't know*,88,88,8,88,88,88,88,7,8,2,9,4
17416,Male,999,8.0,1,mid_educated,2,Not applicable*,0,2,8,2,2,1,1,6,7,8,2,2
17417,Female,40,3.0,1,lower_educated,2,Not applicable*,8,5,9,5,5,5,5,5,5,6,8,7
17418,Male,28,17.0,1,highly_educated,1,Democrats '66,8,9,9,8,8,8,8,9,9,8,7,7
17419,Male,19,6.0,1,mid_educated,2,Not applicable*,7,7,8,7,6,7,7,7,6,6,5,3
17420,Male,60,10.0,1,mid_educated,2,Not applicable*,0,3,1,0,0,0,0,7,5,5,0,0
17421,Female,63,9.0,1,mid_educated,2,Not applicable*,5,6,4,4,5,4,6,6,7,4,8,8
17422,Female,71,17.0,6,highly_educated,1,People's Party for Freedom and Democracy,7,8,8,7,7,6,6,8,9,7,8,5
17423,Male,69,16.0,6,highly_educated,1,Reformed Political Party,6,5,6,6,5,4,4,7,7,6,8,7
17424,Male,20,4.0,2,lower_educated,1,Green Left,7,9,10,8,7,7,8,7,9,5,6,8
17425,Female,71,4.0,6,lower_educated,1,Green Left,5,7,7,7,7,8,8,7,7,7,7,7
17426,Male,66,16.0,9,highly_educated,1,Christian Union,7,9,9,7,7,7,5,8,8,7,8,8
17427,Male,66,16.0,1,highly_educated,1,Green Left,7,7,8,7,7,7,7,7,7,6,3,7
17428,Male,79,16.0,6,highly_educated,1,People's Party for Freedom and Democracy,7,6,8,5,5,4,6,7,3,7,9,9
17429,Female,67,3.0,8,lower_educated,1,Christian Union,4,5,7,6,6,4,6,7,8,4,4,4
17430,Female,43,5.0,1,lower_educated,1,BoerBurgerBeweging,4,6,7,5,4,4,6,4,6,4,7,7
17431,Male,28,10.0,4,mid_educated,1,Forum for Democracy,4,7,7,5,5,3,2,6,7,4,6,4
17432,Male,27,14.0,1,highly_educated,1,Democrats '66,7,8,9,4,6,9,10,7,6,7,7,6
17433,Male,21,7.0,2,mid_educated,1,Democrats '66,8,9,9,7,7,9,9,7,8,6,6,7
17434,Male,34,14.0,1,highly_educated,1,Christian Democratic Appeal,7,9,9,6,7,4,8,8,8,4,9,4
17435,Female,39,17.0,8,highly_educated,1,Democrats '66,6,8,8,6,6,6,7,8,8,4,8,5
17436,Female,69,9.0,6,mid_educated,1,Green Left,6,7,7,7,6,7,7,8,7,7,8,7
17437,Female,65,9.0,1,mid_educated,1,Christian Democratic Appeal,6,7,8,6,6,6,7,8,8,7,8,8
17438,Male,60,16.0,1,highly_educated,1,Don't know*,6,8,9,6,6,6,6,5,6,5,9,8
17439,Female,32,14.0,8,highly_educated,1,Reformed Political Party,4,6,7,6,6,5,6,5,7,2,7,2
17440,Male,24,15.0,1,highly_educated,3,Not applicable*,5,8,8,5,5,7,6,7,9,5,7,4
17441,Male,36,10.0,1,mid_educated,1,Party for the Animals,8,10,9,5,3,6,8,2,7,3,0,0
17442,Male,56,10.0,5,mid_educated,1,Labour Party,5,7,6,3,5,5,7,4,6,6,7,5
17443,Male,51,10.0,1,mid_educated,1,BoerBurgerBeweging,7,5,8,5,5,5,6,8,8,3,6,4
17444,Male,49,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,6,7,8,4,5,88,88,7,8,5,9,6
17445,Male,26,10.0,1,mid_educated,1,People's Party for Freedom and Democracy,7,8,9,7,7,7,8,8,8,7,0,0
17446,Male,40,9.0,5,mid_educated,1,Party for Freedom,5,5,5,4,5,88,88,6,5,7,3,3
17447,Male,37,14.0,1,highly_educated,1,Democrats '66,7,8,8,7,7,8,7,8,8,7,5,5
17448,Male,52,16.0,1,highly_educated,1,Socialist Party,8,8,9,7,8,6,7,4,7,4,9,7
17449,Male,53,13.0,1,highly_educated,1,Party for Freedom,3,3,5,1,3,3,3,5,5,5,5,3
17450,Male,57,14.0,1,highly_educated,1,Democrats '66,7,8,7,4,4,4,6,5,8,8,9,7
17451,Female,63,3.0,5,lower_educated,1,Forum for Democracy,0,0,3,1,0,0,0,5,3,4,8,3
17452,Female,24,10.0,1,mid_educated,1,Christian Democratic Appeal,7,7,8,5,5,5,5,7,5,5,6,8
17453,Male,46,5.0,1,lower_educated,1,Party for Freedom,4,4,6,5,5,4,7,5,7,4,7,7
17454,Male,68,3.0,6,lower_educated,1,Party for Freedom,6,3,7,4,6,3,5,4,5,4,9,7
17455,Female,57,10.0,8,mid_educated,1,Christian Union,7,6,7,7,6,6,7,7,6,6,8,7
17456,Male,31,10.0,1,mid_educated,1,Party for the Animals,5,7,5,1,1,5,3,10,7,3,0,3
17457,Male,19,4.0,1,lower_educated,3,Not applicable*,7,9,9,6,6,7,88,8,8,6,8,8
17458,Male,67,16.0,6,highly_educated,1,Don't know*,6,8,8,6,6,5,6,10,9,7,6,7
17459,Male,19,10.0,1,mid_educated,3,Not applicable*,8,9,10,7,8,5,6,8,6,8,8,4
17460,Female,54,3.0,1,lower_educated,1,Socialist Party,5,7,7,6,6,5,5,6,7,4,8,7
17461,Female,81,4.0,6,lower_educated,1,Christian Union,7,9,6,7,7,6,7,5,5,5,8,7
17462,Male,63,16.0,1,highly_educated,1,Reformed Political Party,6,7,8,5,6,4,5,7,8,6,7,5
17463,Male,61,6.0,1,mid_educated,1,Democrats '66,7,8,8,7,6,6,8,5,7,8,7,7
17464,Male,62,8.0,1,mid_educated,1,People's Party for Freedom and Democracy,4,8,8,5,4,5,6,3,5,7,9,7
17465,Male,42,14.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,8,8,8,8,8,7,7,8,6,8,6
17466,Male,59,12.0,1,highly_educated,1,Socialist Party,7,8,8,7,7,6,7,4,7,7,7,6
17467,Male,73,4.0,6,lower_educated,1,Green Left,4,5,7,5,6,2,6,7,8,5,8,6
17468,Female,72,3.0,6,lower_educated,1,Labour Party,3,4,7,5,5,6,5,5,6,4,7,6
17469,Female,75,14.0,6,highly_educated,1,Labour Party,7,6,6,7,7,6,6,4,7,6,7,6
17470,Female,42,17.0,1,highly_educated,1,Labour Party,7,9,8,7,7,7,6,8,8,7,6,6
17471,Female,38,16.0,1,highly_educated,1,Christian Democratic Appeal,6,7,3,2,2,3,4,9,7,7,8,8
17472,Male,18,7.0,2,mid_educated,3,Not applicable*,8,8,9,7,8,7,8,6,5,2,9,3
17473,Female,24,10.0,2,mid_educated,1,Democrats '66,7,9,8,7,7,8,9,7,7,6,8,8
17474,Male,71,14.0,8,highly_educated,1,Green Left,6,8,8,6,6,5,6,7,7,6,7,6
17475,Male,23,10.0,1,mid_educated,2,Not applicable*,3,6,7,4,4,5,4,5,5,4,7,6
17476,Female,74,13.0,8,highly_educated,1,Christian Democratic Appeal,4,6,7,7,7,6,7,7,7,8,7,7
17477,Male,76,10.0,6,mid_educated,1,Don't know*,5,7,8,0,5,0,6,7,6,8,7,5
17478,Male,67,6.0,6,mid_educated,1,Party for the Animals,0,6,7,2,4,2,4,5,7,4,8,5
17479,Male,48,9.0,1,mid_educated,1,Forum for Democracy,0,5,5,4,3,0,0,7,7,4,6,0
17480,Female,57,6.0,1,mid_educated,1,People's Party for Freedom and Democracy,2,7,8,0,1,5,5,8,8,4,7,5
17481,Male,35,10.0,1,mid_educated,1,Party for Freedom,6,7,7,5,5,6,7,7,6,7,2,2
17482,Female,17,4.0,2,lower_educated,3,Not applicable*,7,8,8,6,6,7,7,6,7,6,4,4
17483,Female,19,7.0,2,mid_educated,3,Not applicable*,5,6,6,5,4,6,7,4,5,4,6,4
17484,Male,75,14.0,6,highly_educated,1,Democrats '66,6,7,7,6,5,5,6,8,8,6,6,7
17485,Female,23,10.0,3,mid_educated,1,Party for Freedom,1,7,7,3,3,3,4,3,2,3,2,2
