,age,education,activity_work,voted,voted_party,close_party,which_p_close,how_close,placement_l_r,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,gender,educational_level,political_trust
16831,54.0,10.0,1.0,1.0,1.0,2.0,66.0,6.0,7.0,7.0,7.0,8.0,6.0,6.0,6.0,6.0,Female,mid_educated,6.25
16832,62.0,17.0,1.0,1.0,6.0,1.0,6.0,2.0,7.0,7.0,9.0,9.0,6.0,6.0,7.0,7.0,Male,highly_educated,6.5
16833,70.0,7.0,5.0,1.0,17.0,1.0,17.0,2.0,4.0,4.0,5.0,7.0,4.0,6.0,5.0,6.0,Female,mid_educated,4.75
16834,84.0,2.0,5.0,1.0,3.0,1.0,3.0,2.0,5.0,5.0,6.0,8.0,3.0,0.0,0.0,7.0,Male,lower_educated,2.0
16835,55.0,14.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,7.0,6.0,6.0,6.0,5.0,4.0,5.0,Female,highly_educated,5.5
16836,42.0,18.0,1.0,1.0,6.0,1.0,6.0,3.0,5.0,7.0,8.0,9.0,6.0,6.0,6.0,7.0,Female,highly_educated,6.25
16837,56.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,8.0,5.0,7.0,7.0,7.0,6.0,6.0,Female,lower_educated,7.0
16838,35.0,10.0,8.0,1.0,10.0,1.0,10.0,2.0,4.0,6.0,7.0,8.0,7.0,6.0,6.0,7.0,Female,mid_educated,6.25
16839,19.0,4.0,2.0,1.0,17.0,2.0,66.0,6.0,4.8,7.0,7.0,6.0,6.0,6.0,6.0,6.0,Male,lower_educated,6.25
16840,75.0,17.0,6.0,2.0,31.0,1.0,31.0,2.0,3.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,Male,highly_educated,8.75
16841,67.0,16.0,6.0,1.0,6.0,1.0,6.0,3.0,6.0,6.0,8.0,8.0,6.0,6.0,5.0,7.0,Female,highly_educated,5.75
16842,21.0,4.0,1.0,2.4,11.0,2.0,66.0,6.0,4.6,3.4,5.0,7.0,4.0,4.0,5.0,5.0,Male,lower_educated,4.1
16843,49.0,10.0,1.0,1.0,17.0,1.0,17.0,2.0,4.0,6.0,8.0,7.0,5.0,6.0,5.0,7.0,Female,mid_educated,5.5
16844,75.0,15.0,6.0,1.0,15.0,1.0,15.0,2.0,7.0,6.0,8.0,8.0,6.0,6.0,5.0,4.0,Male,highly_educated,5.75
16845,31.0,4.0,1.0,2.0,6.2,2.0,66.0,6.0,6.2,3.6,4.6,8.0,1.0,1.0,4.0,4.0,Female,lower_educated,2.4
16846,42.0,16.0,1.0,1.0,6.0,2.0,66.0,6.0,5.0,4.0,4.0,5.0,5.0,3.0,7.0,6.0,Female,highly_educated,4.75
16847,40.0,14.0,1.0,1.0,88.0,1.0,88.0,6.0,4.0,8.0,10.0,9.0,7.0,7.0,7.0,9.0,Male,highly_educated,7.25
16848,74.0,17.0,6.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,9.0,8.0,7.0,7.0,6.0,7.0,Male,highly_educated,6.75
16849,61.0,16.0,1.0,1.0,77.0,1.0,77.0,6.0,4.4,7.0,8.0,8.0,6.0,6.0,6.0,6.0,Male,highly_educated,6.25
16850,65.0,10.0,6.0,1.0,10.0,1.0,10.0,2.0,3.0,6.0,6.0,7.0,7.0,7.0,2.0,4.0,Female,mid_educated,5.5
16851,32.0,2.0,1.0,2.0,3.6,2.0,66.0,6.0,3.0,3.0,3.0,7.0,3.0,3.0,3.0,4.0,Male,lower_educated,3.0
16852,57.0,10.0,1.0,1.0,5.6,2.0,66.0,6.0,5.0,5.0,6.0,6.0,4.0,5.0,6.0,6.0,Female,mid_educated,5.0
16853,32.0,10.0,1.0,1.0,10.0,1.0,10.0,2.0,5.0,7.0,5.0,8.0,3.0,5.0,5.0,5.0,Female,mid_educated,5.0
16854,81.0,4.0,6.0,1.0,1.0,1.0,1.0,2.0,7.0,7.0,8.0,8.0,7.0,7.0,6.0,8.0,Female,lower_educated,6.75
16855,43.0,3.0,8.0,1.0,9.0,1.0,9.0,2.0,7.0,3.0,7.0,7.0,3.0,5.0,5.0,5.8,Female,lower_educated,4.0
16856,46.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,10.0,10.0,10.0,8.0,8.0,7.0,8.0,Male,mid_educated,8.25
16857,61.0,16.0,1.0,1.0,1.0,2.0,66.0,6.0,7.0,6.0,7.0,7.0,5.0,5.0,3.0,7.0,Male,highly_educated,4.75
16858,65.0,10.0,8.0,1.0,6.0,2.0,66.0,6.0,5.0,6.0,8.0,8.0,4.0,4.0,6.0,6.2,Female,mid_educated,5.0
16859,60.0,10.0,1.0,1.0,15.0,1.0,15.0,2.0,3.0,6.0,6.0,8.0,6.0,6.0,7.0,7.0,Female,mid_educated,6.25
16860,17.0,2.0,2.0,3.0,7.8,2.0,66.0,6.0,4.0,8.0,9.0,9.0,6.0,7.0,8.0,6.0,Female,lower_educated,7.25
16861,24.0,10.0,1.0,1.0,10.0,1.0,10.0,2.0,6.0,4.0,7.0,10.0,3.0,4.0,6.0,7.0,Male,mid_educated,4.25
16862,17.0,2.0,2.0,3.0,7.8,8.0,66.0,6.0,5.0,6.0,7.0,9.0,6.0,6.0,8.0,6.0,Male,lower_educated,6.5
16863,57.0,14.0,1.0,1.0,16.0,1.0,16.0,2.0,8.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,Male,highly_educated,5.5
16864,55.0,8.0,1.0,1.0,9.0,2.0,66.0,6.0,5.0,2.0,3.0,5.0,2.0,2.0,0.0,1.0,Male,mid_educated,1.5
16865,71.0,6.0,6.0,1.0,77.0,1.0,77.0,6.0,7.0,7.0,8.0,10.0,7.0,7.0,7.0,7.0,Female,mid_educated,7.0
16866,22.0,9.0,1.0,1.0,13.0,2.0,66.0,6.0,5.6,4.0,6.8,7.0,6.0,5.0,5.0,5.0,Female,mid_educated,5.0
16867,68.0,17.0,6.0,1.0,1.0,2.0,66.0,6.0,7.0,5.0,9.0,8.0,5.0,10.0,5.0,8.0,Female,highly_educated,6.25
16868,69.0,2.0,6.0,2.0,4.4,2.0,66.0,6.0,6.0,5.0,5.6,7.0,3.8,3.6,3.0,5.2,Female,lower_educated,3.85
16869,64.0,4.0,8.0,1.0,4.0,1.0,4.0,2.0,6.0,5.0,7.0,7.0,5.0,6.0,5.4,6.4,Female,lower_educated,5.35
16870,57.0,6.0,8.0,2.0,9.2,2.0,66.0,6.0,3.0,5.0,8.0,8.0,3.0,3.0,5.0,5.0,Female,mid_educated,4.0
16871,48.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,9.0,7.0,8.0,8.0,7.0,9.0,Male,highly_educated,7.75
16872,23.0,6.0,1.0,1.0,1.0,2.0,66.0,6.0,4.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,Male,mid_educated,8.75
16873,39.0,14.0,1.0,1.0,2.0,2.0,66.0,6.0,3.0,6.0,7.0,8.0,4.0,5.0,7.0,6.0,Female,highly_educated,5.5
16874,69.0,3.0,6.0,1.0,17.0,1.0,17.0,2.0,1.0,3.0,3.0,6.0,3.0,3.0,2.0,2.0,Female,lower_educated,2.75
16875,43.0,14.0,1.0,1.0,10.0,1.0,10.0,2.0,2.0,7.0,6.0,8.0,5.0,6.0,7.0,7.0,Female,highly_educated,6.25
16876,84.0,8.0,6.0,1.0,2.0,1.0,2.0,1.0,5.0,6.0,7.0,8.0,5.0,6.0,6.0,8.0,Male,mid_educated,5.75
16877,74.0,3.0,6.0,2.0,17.0,1.0,17.0,2.0,5.0,0.0,0.0,5.0,2.0,2.0,0.0,7.0,Male,lower_educated,1.0
16878,66.0,16.0,1.0,1.0,6.0,1.0,6.0,2.0,4.0,8.0,9.0,8.0,8.0,7.0,8.0,6.0,Male,highly_educated,7.75
16879,27.0,9.0,1.0,1.0,1.0,2.0,66.0,6.0,5.0,6.0,6.0,8.0,6.0,7.0,5.0,5.0,Female,mid_educated,6.0
16880,63.0,3.0,1.0,3.0,8.0,1.0,8.0,4.0,7.6,3.0,6.0,7.0,3.0,3.0,4.4,5.0,Female,lower_educated,3.35
16881,58.0,11.0,1.0,1.0,77.0,1.0,77.0,6.0,7.0,7.0,9.0,9.0,6.0,6.0,7.0,7.0,Male,mid_educated,6.5
16882,59.0,17.0,1.0,1.0,6.0,1.0,6.0,2.0,5.0,7.0,8.0,7.0,6.0,7.0,6.0,5.0,Male,highly_educated,6.5
16883,56.0,14.0,1.0,1.0,5.2,2.0,66.0,6.0,4.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,Male,highly_educated,6.5
16884,77.0,4.0,6.0,1.0,5.0,2.0,66.0,6.0,6.0,3.0,5.0,5.0,3.0,0.0,5.0,4.0,Female,lower_educated,2.75
16885,34.0,16.0,1.0,1.0,17.0,1.0,17.0,2.0,3.0,0.0,5.0,7.0,4.0,5.0,0.0,7.0,Female,highly_educated,2.25
16886,62.0,16.0,6.0,1.0,1.0,1.0,1.0,3.0,8.0,8.0,8.0,9.0,9.0,6.0,7.0,0.0,Male,highly_educated,7.5
16887,52.0,14.0,1.0,1.0,6.0,2.0,66.0,6.0,5.0,5.0,8.0,8.0,5.0,6.0,6.0,6.0,Male,highly_educated,5.5
16888,70.0,2.0,6.0,1.0,7.4,2.0,66.0,6.0,6.0,6.0,5.0,8.0,3.0,3.0,3.0,6.0,Female,lower_educated,3.75
16889,20.0,6.0,1.0,1.0,16.0,1.0,16.0,2.0,7.0,6.0,4.0,7.0,5.0,6.0,6.0,7.0,Male,mid_educated,5.75
16890,65.0,10.0,1.0,1.0,7.0,1.0,7.0,2.0,6.0,3.0,7.0,6.0,2.0,5.0,0.0,7.0,Male,mid_educated,2.5
16891,64.0,16.0,1.0,1.0,17.0,1.0,17.0,2.0,6.0,8.0,8.0,7.0,4.0,4.0,7.0,6.0,Female,highly_educated,5.75
16892,25.0,10.0,1.0,1.0,16.0,2.0,66.0,6.0,8.0,6.0,6.0,8.0,6.0,7.0,6.0,6.0,Female,mid_educated,6.25
16893,82.0,4.0,6.0,1.0,18.0,1.0,18.0,2.0,5.0,6.0,5.0,8.0,6.0,6.0,5.0,6.0,Female,lower_educated,5.75
16894,65.0,17.0,9.0,1.0,6.0,2.0,66.0,6.0,3.0,6.0,8.0,7.0,5.0,6.0,7.0,7.0,Female,highly_educated,6.0
16895,52.0,16.0,1.0,3.0,5.0,2.0,66.0,6.0,4.0,4.0,7.0,7.0,3.0,3.0,4.0,4.0,Male,highly_educated,3.5
16896,82.0,10.0,6.0,1.0,16.0,2.0,66.0,6.0,7.0,0.0,5.0,5.0,3.0,6.0,4.0,7.0,Male,mid_educated,3.25
16897,23.0,15.0,2.0,1.0,6.0,1.0,6.0,2.0,3.0,7.0,5.0,8.0,6.0,5.0,7.0,5.0,Male,highly_educated,6.25
16898,37.0,10.0,1.0,2.0,7.0,1.0,7.0,2.0,7.0,7.0,8.0,10.0,7.0,5.0,7.2,7.0,Male,mid_educated,6.55
16899,22.0,12.0,2.0,2.0,15.0,1.0,15.0,2.0,2.0,8.0,9.0,8.0,5.0,6.0,8.0,7.0,Female,highly_educated,6.75
16900,72.0,14.0,6.0,2.0,8.2,2.0,66.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,Female,highly_educated,4.0
16901,71.0,16.0,6.0,1.0,6.0,1.0,6.0,2.0,4.0,8.0,8.0,7.0,6.0,6.0,7.0,7.0,Female,highly_educated,6.75
16902,24.0,14.0,1.0,1.0,10.0,2.0,66.0,6.0,2.0,6.0,7.0,8.0,5.0,5.0,6.0,6.0,Male,highly_educated,5.5
16903,23.0,6.0,2.0,1.0,15.0,1.0,15.0,2.0,3.0,5.0,6.0,8.0,5.0,6.0,6.0,6.0,Female,mid_educated,5.5
16904,50.0,16.0,8.0,1.0,2.0,1.0,2.0,1.0,4.0,6.0,5.0,3.0,6.0,7.0,2.0,6.0,Female,highly_educated,5.25
16905,47.0,4.0,3.0,1.0,3.0,1.0,3.0,1.0,8.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,Female,lower_educated,0.5
16906,63.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,7.0,8.0,9.0,9.0,8.0,7.0,6.0,8.0,Male,mid_educated,7.25
16907,51.0,9.0,1.0,1.0,6.0,2.0,66.0,6.0,7.0,2.0,6.0,7.0,3.0,2.0,1.0,3.0,Female,mid_educated,2.0
16908,41.0,4.0,8.0,2.0,7.8,2.0,66.0,6.0,5.0,5.0,8.0,9.0,0.0,0.0,9.0,8.0,Female,lower_educated,3.5
16909,60.0,9.0,1.0,1.0,8.0,1.0,8.0,2.0,2.0,6.0,7.0,7.0,5.0,5.0,6.0,6.0,Female,mid_educated,5.5
16910,35.0,14.0,1.0,1.0,4.0,1.0,4.0,2.0,4.0,6.0,8.0,8.0,6.0,6.0,7.0,7.2,Female,highly_educated,6.25
16911,60.0,4.0,1.0,1.0,6.0,2.0,66.0,6.0,6.0,4.0,6.0,7.0,4.0,4.0,4.0,6.0,Female,lower_educated,4.0
16912,38.0,18.0,1.0,1.0,1.0,2.0,66.0,6.0,5.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,Male,highly_educated,6.75
16913,66.0,3.0,6.0,1.0,2.0,2.0,66.0,6.0,0.0,3.0,3.0,5.0,2.0,3.0,3.0,4.0,Male,lower_educated,2.75
16914,40.0,6.0,1.0,1.0,10.0,1.0,10.0,2.0,3.0,5.0,7.0,7.0,6.0,6.0,6.0,7.0,Male,mid_educated,5.75
16915,45.0,9.0,8.0,2.0,2.8,2.0,66.0,6.0,5.0,5.0,6.0,4.0,6.0,6.0,7.0,8.0,Female,mid_educated,6.0
16916,52.0,12.0,1.0,1.0,8.0,1.0,8.0,2.0,3.0,9.0,10.0,9.0,6.0,6.0,8.0,7.0,Male,highly_educated,7.25
16917,27.0,9.0,1.0,3.0,5.8,2.0,66.0,6.0,2.0,8.0,9.0,8.2,7.0,7.0,9.0,7.6,Female,mid_educated,7.75
16918,21.0,9.0,8.0,1.0,17.0,1.0,17.0,2.0,7.0,5.0,7.0,7.0,5.0,5.0,6.0,6.0,Female,mid_educated,5.25
16919,54.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,6.0,7.0,6.0,4.0,4.0,5.0,4.0,Male,mid_educated,4.75
16920,53.0,3.0,1.0,1.0,3.0,2.0,66.0,6.0,6.0,1.0,7.0,7.0,1.0,2.0,2.0,2.0,Male,lower_educated,1.5
16921,68.0,7.0,6.0,1.0,15.0,1.0,15.0,2.0,5.6,8.0,9.0,6.0,6.0,6.0,7.0,5.0,Male,mid_educated,6.75
16922,76.0,3.0,6.0,1.0,2.0,2.0,66.0,6.0,5.0,7.0,10.0,10.0,10.0,10.0,8.0,8.0,Male,lower_educated,8.75
16923,53.0,16.0,1.0,1.0,1.0,2.0,66.0,6.0,7.0,8.0,8.0,10.0,6.0,3.0,1.0,1.0,Male,highly_educated,4.5
16924,43.0,16.0,1.0,1.0,1.0,2.0,66.0,6.0,8.0,7.0,7.8,10.0,6.0,5.0,5.0,9.0,Male,highly_educated,5.75
16925,54.0,6.0,1.0,1.0,17.0,1.0,17.0,2.0,7.0,5.0,6.0,7.0,4.0,5.0,3.0,7.0,Male,mid_educated,4.25
16926,66.0,11.0,8.0,2.0,3.8,2.0,66.0,6.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,6.0,Female,mid_educated,2.0
16927,60.0,10.0,1.0,1.0,1.0,2.0,66.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,Female,mid_educated,7.0
16928,50.0,10.0,8.0,3.0,7.0,2.0,66.0,6.0,5.0,6.0,6.0,8.0,3.0,4.0,4.0,4.0,Male,mid_educated,4.25
16929,68.0,10.0,6.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,5.0,5.0,6.0,5.0,0.0,0.0,Female,mid_educated,3.5
16930,76.0,14.0,8.0,1.0,2.0,1.0,2.0,2.0,2.0,7.0,8.0,9.0,7.0,7.0,7.0,8.0,Male,highly_educated,7.0
16931,37.0,17.0,8.0,1.0,6.0,2.0,66.0,6.0,4.0,6.0,8.0,8.0,5.0,5.0,5.0,6.0,Female,highly_educated,5.25
16932,69.0,3.0,6.0,1.0,3.0,1.0,3.0,2.0,7.0,6.0,8.0,9.0,6.0,6.0,4.0,3.0,Male,lower_educated,5.5
16933,27.0,14.0,1.0,1.0,5.0,2.0,66.0,6.0,5.0,4.0,5.0,8.0,4.0,5.0,5.0,6.0,Female,highly_educated,4.5
16934,85.0,3.0,6.0,1.0,5.0,2.0,66.0,6.0,5.0,4.0,5.0,6.0,3.0,2.0,6.0,5.0,Female,lower_educated,3.75
16935,35.0,17.0,1.0,1.0,8.0,1.0,8.0,2.0,2.0,4.0,7.0,7.0,7.0,6.0,7.0,6.0,Female,highly_educated,6.0
16936,16.0,9.0,2.0,3.0,9.6,2.0,66.0,6.0,4.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,Female,mid_educated,7.5
16937,69.0,9.0,1.0,2.0,5.4,2.0,66.0,6.0,8.0,7.0,7.0,5.0,5.8,5.6,5.2,5.8,Female,mid_educated,5.8999999999999995
16938,38.0,14.0,1.0,1.0,1.0,2.0,66.0,6.0,7.0,6.0,8.0,8.0,6.0,6.0,5.8,6.6,Male,highly_educated,5.95
16939,53.0,10.0,1.0,1.0,5.0,2.0,66.0,6.0,6.0,7.0,8.0,8.0,6.0,8.0,6.0,8.0,Male,mid_educated,6.75
16940,45.0,15.0,1.0,1.0,10.0,1.0,10.0,3.0,2.0,8.0,9.0,8.0,6.0,7.0,8.0,9.0,Male,highly_educated,7.25
16941,73.0,2.0,6.0,1.0,5.0,1.0,5.0,1.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,4.0,Male,lower_educated,6.25
16942,79.0,4.0,6.0,1.0,1.0,1.0,1.0,3.0,5.0,7.0,8.0,8.0,8.0,8.0,6.0,7.0,Female,lower_educated,7.25
16943,57.0,14.0,8.0,1.0,5.0,1.0,5.0,2.0,4.0,6.0,7.0,8.0,6.0,6.0,5.0,7.0,Female,highly_educated,5.75
16944,64.0,3.0,5.0,1.0,17.0,1.0,17.0,1.0,7.0,3.0,0.0,5.0,4.0,4.0,0.0,6.0,Male,lower_educated,2.75
16945,43.0,4.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,8.0,10.0,9.0,7.0,7.0,7.0,8.0,Male,lower_educated,7.25
16946,20.0,7.0,2.0,1.0,6.0,2.0,66.0,6.0,6.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0,Male,mid_educated,8.0
16947,42.0,14.0,1.0,1.0,6.0,2.0,66.0,6.0,5.0,7.0,10.0,10.0,3.0,5.0,2.0,2.0,Male,highly_educated,4.25
16948,50.0,9.0,5.0,2.0,17.0,1.0,17.0,2.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,Female,mid_educated,0.25
16949,26.0,7.0,2.0,1.0,9.0,2.0,66.0,6.0,3.0,2.0,9.0,7.0,0.0,0.0,5.0,4.0,Male,mid_educated,1.75
16950,37.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,6.0,8.0,9.0,6.0,8.0,6.0,6.0,Female,lower_educated,6.5
16951,65.0,13.0,1.0,1.0,7.0,1.0,7.0,2.0,5.0,0.0,2.0,6.0,0.0,3.0,1.0,7.0,Male,highly_educated,1.0
16952,51.0,17.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,2.0,2.0,9.0,1.0,1.0,0.0,0.0,Male,highly_educated,1.0
16953,33.0,4.0,1.0,1.0,17.0,1.0,17.0,2.0,4.0,2.0,6.0,7.0,4.0,2.0,3.2,6.0,Male,lower_educated,2.8
16954,24.0,14.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,8.0,8.0,9.0,7.0,7.0,8.0,7.0,Male,highly_educated,7.5
16955,17.0,4.0,1.0,3.0,8.0,1.0,8.0,2.0,3.0,6.0,7.0,8.0,6.0,7.0,7.0,6.0,Male,lower_educated,6.5
16956,73.0,4.0,6.0,1.0,4.0,1.0,4.0,2.0,3.0,3.0,6.0,8.0,3.0,3.0,7.0,5.0,Female,lower_educated,4.0
16957,83.0,4.0,6.0,1.0,9.0,2.0,66.0,6.0,7.0,1.0,7.0,7.0,1.0,5.0,7.0,6.0,Male,lower_educated,3.5
16958,58.0,10.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,Female,mid_educated,7.25
16959,19.0,7.0,2.0,3.0,15.0,1.0,15.0,2.0,4.0,7.0,6.0,8.0,6.0,4.0,8.0,8.0,Female,mid_educated,6.25
16960,29.0,14.0,1.0,1.0,1.0,2.0,66.0,6.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,Female,highly_educated,7.5
16961,19.0,7.0,2.0,3.0,9.0,2.0,66.0,6.0,5.0,7.0,9.0,7.0,5.0,5.0,6.0,6.4,Female,mid_educated,5.75
16962,36.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,6.0,5.0,6.0,7.0,7.0,5.0,5.0,Male,highly_educated,6.25
16963,46.0,9.0,8.0,1.0,7.0,1.0,7.0,2.0,7.0,5.0,6.0,7.0,2.0,2.0,6.0,7.0,Female,mid_educated,3.75
16964,32.0,4.0,1.0,2.0,5.6,2.0,66.0,6.0,8.0,3.0,5.0,5.0,3.0,2.0,0.0,3.0,Male,lower_educated,2.0
16965,52.0,11.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,Female,mid_educated,6.75
16966,19.0,5.0,1.0,3.0,9.6,2.0,66.0,6.0,3.0,5.0,7.0,5.0,6.0,6.0,6.0,8.0,Male,lower_educated,5.75
16967,18.0,4.0,2.0,3.0,17.0,1.0,17.0,2.0,8.0,6.0,6.0,8.0,7.0,6.0,5.0,8.0,Male,lower_educated,6.0
16968,33.0,9.0,1.0,1.0,8.0,1.0,8.0,2.0,1.0,7.0,9.0,9.0,8.0,8.0,8.0,8.0,Female,mid_educated,7.75
16969,83.0,16.0,6.0,1.0,4.8,2.0,66.0,6.0,4.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,Male,highly_educated,6.5
16970,29.0,14.0,8.0,2.0,6.8,2.0,66.0,6.0,3.0,6.0,8.0,9.0,4.0,6.0,7.0,7.0,Female,highly_educated,5.75
16971,74.0,3.0,6.0,1.0,4.0,1.0,4.0,2.0,4.6,6.0,7.0,7.0,6.0,6.0,5.6,5.2,Female,lower_educated,5.9
16972,66.0,14.0,1.0,1.0,10.0,1.0,10.0,2.0,0.0,6.0,7.0,7.0,6.0,5.0,4.0,4.0,Male,highly_educated,5.25
16973,52.0,13.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,7.0,7.0,8.0,6.0,7.0,2.0,7.0,Female,highly_educated,5.5
16974,46.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,Female,highly_educated,6.0
16975,22.0,9.0,2.0,1.0,9.0,1.0,9.0,2.0,7.0,3.0,6.0,8.0,2.0,3.0,3.0,5.0,Male,mid_educated,2.75
16976,51.0,10.0,1.0,1.0,7.0,1.0,7.0,2.0,5.6,3.0,5.0,6.0,3.0,3.0,1.0,1.0,Male,mid_educated,2.5
16977,20.0,4.0,4.0,3.0,10.6,2.0,66.0,6.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,6.0,Male,lower_educated,4.5
16978,85.0,14.0,6.0,1.0,77.0,1.0,77.0,6.0,8.0,7.0,5.0,5.0,6.0,5.0,4.0,5.0,Male,highly_educated,5.5
16979,34.0,10.0,1.0,1.0,4.0,2.0,66.0,6.0,5.0,6.0,4.0,6.0,3.0,4.0,6.0,7.0,Female,mid_educated,4.75
16980,64.0,10.0,1.0,1.0,17.0,1.0,17.0,2.0,7.0,2.0,6.0,6.0,1.0,1.0,1.0,4.0,Male,mid_educated,1.25
16981,26.0,17.0,3.0,1.0,8.0,2.0,66.0,6.0,3.0,7.0,9.0,8.0,5.0,5.0,7.0,7.0,Female,highly_educated,6.0
16982,64.0,3.0,5.0,2.0,6.2,2.0,66.0,6.0,5.0,3.0,5.0,4.0,1.0,4.0,4.0,4.0,Male,lower_educated,3.0
16983,46.0,16.0,1.0,1.0,6.0,2.0,66.0,6.0,0.0,3.0,6.0,7.0,5.0,5.0,5.0,7.0,Female,highly_educated,4.5
16984,63.0,10.0,1.0,1.0,8.0,2.0,66.0,6.0,5.0,8.0,9.0,8.0,8.0,8.0,8.0,7.0,Male,mid_educated,8.0
16985,81.0,4.0,6.0,1.0,5.0,1.0,5.0,2.0,5.0,4.0,7.0,9.0,7.0,7.0,7.0,7.0,Female,lower_educated,6.25
16986,25.0,12.0,2.0,1.0,6.0,2.0,66.0,6.0,4.0,4.0,3.0,6.0,3.0,3.0,5.0,5.0,Female,highly_educated,3.75
16987,63.0,14.0,1.0,1.0,17.0,1.0,17.0,2.0,5.0,4.0,8.0,10.0,3.0,3.0,3.0,5.0,Male,highly_educated,3.25
16988,82.0,5.0,6.0,1.0,6.0,1.0,6.0,3.0,7.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,Male,lower_educated,4.75
16989,53.0,10.0,1.0,2.0,18.0,1.0,18.0,2.0,7.0,5.0,8.0,8.0,4.0,5.0,3.8,8.0,Female,mid_educated,4.45
16990,45.0,17.0,1.0,1.0,6.0,2.0,66.0,6.0,7.0,7.0,8.0,7.0,6.0,5.0,4.0,4.0,Male,highly_educated,5.5
16991,31.0,10.0,1.0,1.0,17.0,1.0,17.0,2.0,6.0,5.0,6.0,8.0,6.0,6.0,5.0,5.0,Female,mid_educated,5.5
16992,76.0,17.0,6.0,1.0,77.0,1.0,77.0,6.0,5.6,4.0,6.0,7.0,5.0,5.0,4.0,4.0,Female,highly_educated,4.5
16993,62.0,5.0,8.0,1.0,5.0,1.0,5.0,2.0,5.0,6.0,7.0,7.0,6.0,6.0,5.0,6.0,Female,lower_educated,5.75
16994,20.0,2.0,1.0,1.0,9.4,2.0,66.0,6.0,7.0,3.0,7.0,3.0,2.0,2.0,2.0,2.0,Male,lower_educated,2.25
16995,72.0,10.0,6.0,1.0,5.0,1.0,5.0,2.0,6.0,6.0,7.0,8.0,6.0,6.0,6.0,6.0,Male,mid_educated,6.0
16996,48.0,14.0,1.0,1.0,1.0,2.0,66.0,6.0,8.0,8.0,7.0,6.0,5.0,5.0,7.0,6.0,Female,highly_educated,6.25
16997,72.0,17.0,6.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,5.0,8.0,2.0,2.0,1.0,7.0,Female,highly_educated,1.75
16998,79.0,3.0,6.0,2.0,3.6,2.0,66.0,6.0,5.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,Female,lower_educated,1.0
16999,33.0,16.0,8.0,1.0,8.0,1.0,8.0,2.0,2.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,Female,highly_educated,6.25
17000,57.0,3.0,3.8,1.0,3.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,lower_educated,0.0
17001,43.0,10.4,8.0,2.0,10.2,2.0,66.0,6.0,5.0,7.0,8.0,8.0,6.0,5.0,5.0,5.0,Female,,5.75
17002,52.0,10.0,1.0,1.0,17.0,1.0,17.0,3.0,5.0,3.0,4.0,7.0,5.0,5.0,5.0,5.0,Male,mid_educated,4.5
17003,67.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,8.0,8.0,6.0,5.0,8.0,8.0,Male,highly_educated,6.25
